job_level,job_duration_in_current_job_level,person_level,job_duration_in_current_person_level,job_duration_in_current_branch,Employee_type,Employee_status,gender,age,marital_status_maried(Y/N),number_of_dependences,number_of_dependences (male),number_of_dependences (female),Education_level,GPA,year_graduated,job_duration_as_permanent_worker,job_duration_from_training,branch_rotation,job_rotation,assign_of_otherposition,annual leave,sick_leaves,Best Performance,Avg_achievement_%,Last_achievement_%,Achievement_above_100%_during3quartal,achievement_target_1,achievement_target_2,achievement_target_3
JG04,1.92,PG03,1.92,0.5,RM_type_A,Permanent,Male,1981,Y,2,2,0,level_4,0,2007,7,7,5,6,0,2,0,1,96.15666667,96.29,3,achiev_100%-150%,achiev_50%-100%,reached
JG04,5.58,PG04,2,1.5,RM_type_A,Permanent,Female,1975,Y,3,1,2,level_4,3.16,9999,24,24,13,7,0,4,0,1,81.11,98.56,1,achiev_100%-150%,achiev_< 50%,reached
JG04,2.75,PG03,2.75,0.5,RM_type_A,Permanent,Male,1983,Y,1,1,0,level_4,0,2005,7,7,6,3,0,0,1,1,58.53333333,64.11,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.67,PG03,1.67,1.5,RM_type_B,Permanent,Male,1985,Y,1,1,0,,,,4,4,4,2,0,2,0,1,64.92666667,68.71,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,2.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,,,,4,4,2,3,0,4,4,1,37.67333333,38.3,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.5,RM_type_A,Permanent,Female,1986,Y,3,3,0,,,,4,4,3,3,0,2,3,1,75.15333333,83.39,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.67,PG03,1.67,1.5,RM_type_A,Permanent,Male,1983,Y,2,1,1,level_4,0,2007,7,7,5,5,0,0,0,1,71.65333333,78.98,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1991,Y,1,1,0,level_4,3.17,2014,3,3,3,2,0,2,0,1,31.34666667,48.56,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,8,PG04,2,0.5,RM_type_A,Permanent,Male,1973,Y,2,1,1,level_4,3.02,1992,17,19,15,7,2,4,2,1,104.31,86.86,3,achiev_50%-100%,achiev_< 50%,reached
JG04,0.33,PG03,0.33,1.25,RM_type_B,Permanent,Female,1986,Y,1,1,0,level_4,3.25,2008,6,6,3,4,0,5,7,1,78.34666667,68.94,0,achiev_50%-100%,achiev_< 50%,reached
JG04,6.33,PG04,8,0.5,RM_type_C,Permanent,Female,1966,Y,3,2,1,level_4,2.78,1996,29,29,14,8,1,12,4,1,59.27,57.91,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,1.25,RM_type_B,Permanent,Female,1989,Y,1,1,0,level_4,3.29,2011,5,5,3,2,0,7,2,1,54.00666667,75.33,0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.75,PG03,1.75,0.5,RM_type_C,Permanent,Male,1985,Y,1,0,1,level_4,2.89,2010,6,6,5,4,0,5,7,1,61.84,58.06,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_A,Permanent,Male,1987,Y,2,2,0,level_4,3.17,2012,4,4,3,4,0,6,0,1,34.59,44.85,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,1.25,RM_type_B,Permanent,Male,1985,Y,1,1,0,level_4,3.01,2010,6,6,3,5,0,3,2,1,108.1866667,107.07,3,achiev_100%-150%,achiev_100%-150%,reached
JG04,1.17,PG03,1.17,0.5,RM_type_A,Permanent,Female,1993,Y,0,0,0,level_4,3.65,2014,3,3,2,3,1,3,19,1,32.23333333,42.58,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,1.25,RM_type_A,Permanent,Male,1985,Y,2,1,1,level_4,3.63,2010,6,6,3,5,0,5,6,1,58.27,43.91,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.92,PG03,1.92,1.25,RM_type_A,Permanent,Male,1984,Y,1,0,1,level_4,3.19,2006,7,7,5,7,0,3,0,1,70.45333333,76.99,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.25,RM_type_B,Permanent,Female,1988,N,0,0,0,level_4,3.39,2012,4,4,3,2,0,6,7,1,44.23,51.09,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.75,PG03,1.75,1.25,RM_type_A,Permanent,Female,1983,Y,3,1,2,level_4,3.51,2007,7,7,4,4,0,5,0,1,98.04333333,91.02,3,achiev_100%-150%,achiev_50%-100%,not reached
JG04,2.08,PG03,2.08,0.5,RM_type_A,Permanent,Male,1985,Y,2,0,2,level_4,3.21,2009,6,6,4,3,1,3,0,1,84.80333333,68.52,2,achiev_100%-150%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,2.5,RM_type_B,Permanent,Female,1990,N,0,0,0,level_4,3.13,2010,4,4,2,2,4,6,0,1,53.89666667,52.47,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,5.25,PG04,1.5,2.25,RM_type_A,Permanent,Female,1980,Y,3,3,0,level_4,3.23,2002,15,15,12,10,2,7,0,1,53.79666667,56.46,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,0.33,PG03,0.33,1.25,RM_type_A,Permanent,Male,1985,Y,0,0,0,level_4,3.16,2008,6,6,4,4,0,6,4,1,60.55666667,71.59,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,2,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,3.37,2010,5,5,3,3,2,5,0,1,45.14333333,46.22,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1991,N,0,0,0,level_4,3.64,2014,2,2,2,2,0,3,0,1,16.57,19.97,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.5,RM_type_B,Permanent,Female,1988,Y,1,0,1,level_4,0,2013,2,2,1,2,0,2,2,1,,,,,,
JG04,1.75,PG03,1.75,1.5,RM_type_B,Permanent,Female,1988,Y,1,0,1,level_4,0,2010,5,5,3,2,1,1,1,1,113.21,113.87,3,achiev_100%-150%,achiev_> 1.5,reached
JG04,1.33,PG03,1.33,0.33,RM_type_B,Permanent,Female,1987,Y,1,1,0,level_3,0,2008,5,5,4,5,0,15,3,1,77.46333333,83.73,0,achiev_100%-150%,achiev_50%-100%,not reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1987,Y,0,0,0,level_4,0,2009,3,3,2,2,0,2,0,1,48.84666667,48.42,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1990,Y,1,0,1,level_4,0,2013,2,2,2,2,0,2,0,1,47.075,47.36,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.08,PG03,1.08,1.5,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,0,2013,2,2,1,2,0,1,0,1,,,,,,
JG04,1.08,PG03,1.08,1.5,RM_type_B,Permanent,Female,1988,Y,1,1,0,level_4,0,2011,2,2,1,2,0,1,0,1,,,,,,
JG04,8,PG04,4,0.5,RM_type_A,Permanent,Male,1975,Y,3,2,1,level_4,3.01,2001,16,17,12,8,4,3,0,1,73.03333333,77.7,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,2.75,PG03,2.75,1.08,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,0,2010,6,6,4,3,1,0,0,1,97.07,93.23,3,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1990,Y,1,1,0,level_4,0,2012,3,3,2,2,0,1,6,1,16.23333333,20.81,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,0.5,RM_type_B,Permanent,Male,1990,Y,0,0,0,level_4,0,2015,2,2,2,2,0,2,1,1,,,,,,
JG04,2,PG03,2,1.08,RM_type_B,Permanent,Female,1983,Y,1,1,0,level_4,0,2009,7,7,6,4,2,2,0,1,66.67333333,82.87,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_A,Permanent,Male,1988,Y,2,2,0,level_4,3.35,2010,4,4,2,3,0,2,0,1,61.49,59.95,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.58,PG03,1.58,0.5,RM_type_B,Permanent,Female,1990,N,0,0,0,level_4,3.04,2016,5,5,3,2,0,11,0,1,62.89,77.34,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1988,Y,1,1,0,level_4,2.92,2012,4,4,3,2,0,0,0,1,54.00666667,60.34,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_A,Permanent,Male,1990,Y,1,1,0,level_4,3.16,2012,3,3,2,2,0,3,0,1,58.58333333,69.75,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Female,1990,N,0,0,0,level_3,0,2012,3,3,2,2,0,1,1,1,29.115,45.05,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Male,1987,N,0,0,0,level_3,0,2009,5,5,3,2,0,3,0,1,50.22,53.82,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,0.5,RM_type_B,Permanent,Female,1987,Y,2,1,1,level_4,3.26,2010,5,5,3,4,0,6,12,1,72.49,77.66,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1992,N,0,0,0,level_4,3.11,2015,3,3,2,2,0,4,0,1,38.78,45.41,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,1.92,RM_type_A,Permanent,Male,1990,Y,1,1,0,level_4,3.25,2012,2,2,1,2,0,2,0,1,20,20,0,,,
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1988,Y,0,0,0,level_3,0,2010,5,5,4,2,0,2,0,1,47.67333333,50.63,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.58,PG03,1.58,0.5,RM_type_A,Permanent,Male,1987,N,0,0,0,level_4,3.25,2011,4,4,3,2,0,2,0,1,47.98666667,52.89,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.5,RM_type_B,Permanent,Female,1987,N,0,0,0,level_4,0,2011,5,5,3,2,0,1,2,1,64.1,66.71,0,achiev_50%-100%,achiev_< 50%,reached
JG04,8,PG04,2.5,3.5,RM_type_A,Permanent,Male,1968,Y,2,2,0,level_4,2.63,1992,15,17,7,7,2,0,2,1,100.7733333,100.47,3,achiev_50%-100%,achiev_100%-150%,not reached
JG04,1.25,PG03,1.25,2.5,RM_type_B,Permanent,Male,1991,N,0,0,0,level_4,0,2013,3,3,1,2,0,3,0,1,33.42333333,47.27,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1986,Y,2,1,1,,,,4,4,3,3,0,2,1,1,60.47666667,13,1,achiev_< 50%,achiev_< 50%,reached
JG04,1.25,PG03,1.25,0.5,RM_type_B,Permanent,Male,1990,N,0,0,0,level_3,0,2012,3,3,2,2,0,0,2,1,44.685,52.52,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Female,1989,Y,0,0,0,level_4,0,2012,4,4,3,2,0,3,2,1,65.59,70.67,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,1.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,0,2014,2,2,1,2,0,0,3,1,,,,,,
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1985,Y,2,1,1,level_4,0,2007,7,7,5,3,1,3,0,1,91.67,90.96,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.25,PG03,1.25,2.17,RM_type_B,Permanent,Male,1990,Y,1,0,1,level_4,0,2014,3,3,2,3,0,2,2,1,26.02666667,51.6,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1988,Y,1,1,0,level_4,0,2012,3,3,2,2,0,3,2,1,43.44,65.58,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,8,PG04,1.5,1.5,RM_type_A,Permanent,Female,1977,Y,1,0,1,level_4,3.49,1999,15,16,12,8,0,4,2,1,82.56666667,83.01,1,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,0,RM_type_B,Permanent,Male,1982,Y,2,1,1,level_4,0,2006,5,5,5,4,0,5,0,1,50.94666667,54.19,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_A,Permanent,Male,1990,N,0,0,0,,,,4,4,4,3,0,4,0,1,77.36666667,83.72,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,,,,4,4,3,2,0,2,0,1,56.19,62.41,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.08,PG03,1.08,0.83,RM_type_A,Permanent,Male,1989,N,0,0,0,level_4,3,2013,5,5,4,4,0,5,3,1,84.29666667,88.34,2,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.58,PG03,1.58,1.5,RM_type_A,Permanent,Male,1991,N,0,0,0,,,,4,4,3,2,1,3,0,1,56.63333333,62.96,0,achiev_50%-100%,achiev_< 50%,reached
JG04,0.75,PG03,0.75,1.17,RM_type_B,Permanent,Female,1988,Y,0,0,0,level_4,0,2011,1,1,1,2,2,0,0,1,,,,,,
JG05,0.08,PG05,0.08,1.5,RM_type_A,Permanent,Female,1981,Y,2,1,1,level_4,3.51,9999,15,15,10,8,9,8,0,1,83.42333333,83.28,1,achiev_100%-150%,achiev_< 50%,reached
JG05,4.83,PG06,2,2.25,RM_type_A,Permanent,Female,1983,Y,2,1,1,level_5,3.77,2007,13,14,10,9,21,2,0,1,68.06,79.55,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,2.17,PG03,2.17,1.5,RM_type_B,Permanent,Male,1984,Y,0,0,0,level_4,0,2007,6,6,4,3,13,4,0,1,76.05666667,79.86,0,achiev_100%-150%,achiev_< 50%,reached
JG05,2,PG06,0,1.5,RM_type_A,Permanent,Female,1975,Y,3,1,2,level_4,3.05,2004,24,24,10,9,8,4,0,1,68.07333333,72.22,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,2.5,RM_type_B,Permanent,Male,1989,Y,1,0,1,level_4,0,2013,4,4,2,2,0,2,0,1,63.22333333,67.65,0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.17,PG03,2.17,1.5,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_4,0,2009,7,7,6,5,6,2,0,1,73.15,79.8,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1987,Y,1,0,1,level_4,0,2009,6,6,4,3,2,6,7,1,69.77,64.66,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Female,1988,Y,1,0,1,level_4,0,2010,5,5,3,4,3,3,0,1,69.62333333,76.79,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1986,Y,1,0,1,level_4,0,2011,5,5,3,3,2,4,0,1,70.72333333,78.9,0,achiev_100%-150%,achiev_< 50%,reached
JG04,2.17,PG03,2.17,1.5,RM_type_A,Permanent,Male,1989,Y,1,0,1,level_4,0,2011,5,5,3,3,7,4,0,1,66.87333333,70.09,0,achiev_50%-100%,achiev_< 50%,reached
JG05,8,PG06,2,1.5,RM_type_A,Permanent,Male,1976,N,0,0,0,level_3,2.37,2011,22,22,12,7,10,0,0,1,77.07,74.16,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1990,N,0,0,0,level_4,0,2013,2,2,2,2,0,2,1,1,20,20,0,,,
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Female,1986,Y,1,0,1,level_4,0,2009,6,6,5,4,5,3,0,1,63.51666667,67.41,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1986,Y,2,1,1,level_3,0,2006,6,6,5,3,3,5,4,1,56.05333333,62.49,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.92,PG03,1.92,1.5,RM_type_B,Permanent,Male,1987,Y,0,0,0,level_4,0,2011,5,5,3,2,0,2,0,1,61.93,61.76,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.25,PG03,1.25,1.5,RM_type_B,Permanent,Male,1991,Y,0,0,0,level_4,0,2014,2,2,2,2,1,3,0,1,20,20,0,,,
JG04,1.08,PG03,1.08,1.67,RM_type_A,Permanent,Female,1988,Y,2,1,1,level_4,0,2012,2,2,1,2,0,1,0,1,,,,,,
JG04,2.17,PG03,2.17,0.5,RM_type_B,Permanent,Female,1984,Y,2,1,1,level_4,3.37,2006,5,5,4,4,2,1,0,1,81.72333333,85.8,1,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.17,RM_type_A,Permanent,Male,1984,Y,1,0,1,level_3,2.75,2007,6,6,4,4,0,0,0,1,99.02333333,106.47,2,achiev_< 50%,achiev_> 1.5,reached
JG04,1.75,PG03,1.75,1.5,RM_type_A,Permanent,Male,1988,Y,2,1,1,level_4,3.48,2010,6,6,4,4,0,3,1,1,82.8,84.86,0,achiev_> 1.5,achiev_< 50%,reached
JG04,1.92,PG03,1.92,1.5,RM_type_A,Permanent,Male,1987,Y,1,1,0,level_4,2.84,2010,6,6,3,3,0,0,1,1,104.4233333,103.21,3,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.5,PG03,1.5,2.5,RM_type_A,Permanent,Female,1990,N,0,0,0,,0,0,3,3,2,2,0,3,5,1,94.41,101.67,2,achiev_100%-150%,achiev_> 1.5,reached
JG05,8,PG06,5.5,0.42,RM_type_A,Permanent,Male,1975,Y,2,1,1,level_1,0,1994,24,24,8,6,0,2,4,1,65.36666667,66.45,0,achiev_50%-100%,achiev_< 50%,reached
JG04,2.42,PG03,2.42,0.5,RM_type_A,Permanent,Male,1989,Y,1,1,0,level_3,0,2010,6,6,3,3,11,3,0,1,107.9166667,111.12,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,2.42,PG03,2.42,0.5,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_4,3.13,2012,5,5,3,2,0,3,0,1,83.91666667,87.27,1,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1989,Y,1,1,0,,,,4,4,3,3,3,6,2,1,90.28333333,95.74,2,achiev_> 1.5,achiev_50%-100%,not reached
JG04,1.75,PG03,1.75,0.5,RM_type_B,Permanent,Female,1989,Y,1,0,1,level_4,3.05,2012,5,5,3,2,0,3,5,1,92.61333333,95.21,3,achiev_50%-100%,achiev_50%-100%,reached
JG04,2.42,PG03,2.42,2.5,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_3,3.51,2008,6,6,4,3,6,5,0,1,61.56666667,63.5,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,2.42,PG03,2.42,2.5,RM_type_C,Permanent,Female,1984,Y,0,0,0,level_4,3.49,2012,6,6,3,3,3,4,10,1,52.08,54.54,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,2,RM_type_C,Permanent,Male,1988,Y,1,0,1,level_3,3.68,2012,4,4,2,3,0,4,0,1,68.01333333,45.64,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.75,PG03,1.75,0,RM_type_B,Permanent,Male,1989,Y,0,0,0,level_3,3.38,2010,4,4,2,2,0,4,4,1,100.0633333,100.1,3,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.75,PG03,1.75,0,RM_type_B,Permanent,Male,1990,Y,1,1,0,level_4,3.39,2011,5,5,3,2,0,3,0,1,73.53666667,72.7,0,achiev_100%-150%,achiev_50%-100%,not reached
JG04,1.5,PG03,1.5,2.42,RM_type_B,Permanent,Female,1989,N,0,0,0,,0,0,2,2,1,2,0,3,3,1,,,,,,
JG04,1.5,PG03,1.5,0.17,RM_type_C,Permanent,Male,1991,Y,0,0,0,level_4,3.55,2012,5,5,3,3,0,5,13,1,79.32666667,78.37,0,achiev_> 1.5,achiev_50%-100%,not reached
JG04,1.5,PG03,1.5,3.5,RM_type_B,Permanent,Female,1988,Y,1,0,1,level_4,3.3,2011,5,5,2,2,0,1,3,1,55.76333333,63.75,0,achiev_< 50%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,0,RM_type_A,Permanent,Female,1987,Y,1,1,0,,,,4,4,2,3,0,5,5,1,75.22666667,73.69,0,achiev_100%-150%,achiev_< 50%,reached
JG03,5.83,PG01,5.83,2.08,RM_type_A,Permanent,Female,1982,N,0,0,0,level_4,3.32,2005,6,6,3,3,0,6,8,1,13.33333333,20,0,,,
JG04,1.17,PG03,1.17,0,RM_type_B,Permanent,Male,1993,N,0,0,0,,,,4,4,3,3,0,2,0,1,62.08,61.36,0,achiev_50%-100%,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,3.33,RM_type_A,Permanent,Male,1982,N,0,0,0,level_4,0,2007,5,5,2,2,0,3,2,1,70.44,75.73,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1990,Y,1,1,0,level_4,3.66,2011,3,3,2,2,0,3,0,1,69.97,81.02,0,achiev_50%-100%,achiev_> 1.5,not reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Male,1986,Y,0,0,0,,,,4,4,3,2,0,3,2,1,39.67,38.56,0,achiev_50%-100%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Male,1986,Y,1,1,0,level_4,3.11,2009,3,3,2,3,0,5,5,1,108.56,109.1,3,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1989,Y,0,0,0,,,,4,4,2,2,0,12,0,1,86.58,85.75,2,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.5,PG03,1.5,2.5,RM_type_A,Permanent,Male,1985,N,0,0,0,level_4,0,2006,6,6,4,3,0,5,0,1,48.22333333,41.65,0,achiev_< 50%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,2.5,RM_type_A,Permanent,Male,1990,N,0,0,0,level_4,3.53,2012,5,5,3,3,0,0,1,1,62.57,60.05,0,achiev_< 50%,achiev_50%-100%,not reached
JG04,1.83,PG03,1.83,0.17,RM_type_B,Permanent,Female,1987,Y,0,0,0,level_4,3.2,2010,6,6,3,5,0,9,4,1,61.20333333,62.51,0,achiev_< 50%,achiev_50%-100%,not reached
JG04,1.5,PG03,1.5,0.17,RM_type_A,Permanent,Male,1989,Y,0,0,0,,0,0,3,3,4,4,0,4,1,1,76.90666667,75.52,0,achiev_100%-150%,achiev_50%-100%,not reached
JG04,1.5,PG03,1.5,0.17,RM_type_A,Permanent,Male,1985,N,0,0,0,,0,0,3,3,3,2,0,5,0,1,108.55,107.7,3,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.5,PG03,1.5,1.5,RM_type_C,Permanent,Male,1989,Y,2,2,0,,,,3,3,2,2,0,4,0,1,93.81333333,91.48,3,achiev_50%-100%,achiev_> 1.5,not reached
JG04,1.5,PG03,1.5,0.5,RM_type_B,Permanent,Female,1985,Y,0,0,0,,,,4,4,3,2,0,8,1,1,51.18,50.26,0,achiev_> 1.5,achiev_< 50%,reached
JG04,8,PG04,4,3.5,RM_type_A,Permanent,Female,1980,Y,1,0,1,level_4,3.48,2004,15,15,6,6,0,0,1,1,81.34,77.26,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.5,PG03,1.5,0.42,RM_type_A,Permanent,Male,1990,N,0,0,0,,,,4,4,3,4,1,2,1,1,81.14333333,83.58,0,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.67,PG03,1.67,1.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,,0,0,3,3,2,2,0,6,2,1,98.28,103.95,3,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.42,PG03,1.42,1.5,RM_type_B,Permanent,Male,1991,N,0,0,0,,0,0,3,3,2,3,0,5,0,1,64.98,71.33,0,achiev_50%-100%,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,1.75,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_4,3.22,2010,3,3,2,2,0,0,2,1,108.3433333,125.54,3,achiev_50%-100%,achiev_> 1.5,reached
JG04,1.83,PG03,1.83,2.83,RM_type_A,Permanent,Female,1990,N,0,0,0,,,,4,4,2,2,0,0,4,1,105.68,105.76,3,achiev_> 1.5,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_A,Permanent,Female,1991,Y,2,0,2,,0,0,3,3,2,2,0,1,1,1,110.67,117.5,3,achiev_> 1.5,achiev_50%-100%,reached
JG04,1.83,PG03,1.83,1.5,RM_type_A,Permanent,Male,1989,Y,2,2,0,,,,5,5,3,2,0,5,0,1,76.38,76.36,0,achiev_100%-150%,achiev_< 50%,not reached
JG04,1.5,PG03,1.5,0.5,RM_type_A,Permanent,Male,1988,Y,1,1,0,,,,4,4,4,4,0,8,0,1,100.88,95.87,3,achiev_50%-100%,achiev_50%-100%,not reached
JG04,1.5,PG03,1.5,1.83,RM_type_C,Permanent,Male,1989,N,0,0,0,,0,0,3,3,2,4,0,4,3,1,105.8233333,91.64,3,achiev_< 50%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,1.33,RM_type_A,Permanent,Male,1987,Y,1,0,1,level_4,0,0,3,3,2,3,0,5,0,1,116.66,118.16,3,achiev_> 1.5,achiev_> 1.5,reached
JG04,1.5,PG03,1.5,0.83,RM_type_A,Permanent,Male,1990,Y,1,1,0,,,,5,5,5,3,0,3,2,1,90.9,106.92,2,achiev_50%-100%,achiev_100%-150%,reached
JG04,1.42,PG03,1.42,0.5,RM_type_B,Permanent,Male,1988,Y,0,0,0,level_4,3.06,2016,2,2,3,2,0,6,0,1,83.69,83.69,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.5,PG03,1.5,3.5,RM_type_C,Permanent,Female,1992,N,0,0,0,level_4,3.78,2013,4,4,2,3,0,5,3,1,89.17333333,90.47,3,achiev_100%-150%,achiev_50%-100%,reached
JG04,1.42,PG03,1.42,1.25,RM_type_B,Permanent,Female,1987,N,0,0,0,level_4,3.51,2009,2,2,2,2,0,9,2,1,62.39,62.39,0,achiev_100%-150%,achiev_< 50%,reached
JG04,1.83,PG03,1.83,0.5,RM_type_B,Permanent,Female,1991,N,0,0,0,,,,5,5,2,2,0,7,0,1,70.60666667,77.89,0,achiev_50%-100%,achiev_50%-100%,not reached
JG05,3,PG06,0.5,0,RM_type_A,Permanent,Male,1971,Y,2,1,1,level_4,0,\N,23,23,6,10,0,5,0,1,62.09666667,61.4,0,achiev_< 50%,achiev_50%-100%,not reached
JG04,1.67,PG03,1.67,0.5,RM_type_A,Permanent,Female,1990,Y,1,1,0,,,,5,5,3,3,0,9,0,1,98.46,96.7,3,achiev_100%-150%,achiev_50%-100%,reached
